image,caption_number,caption,id
8188882833.jpg,4,Đàn ông chơi bóng chuyền trong nhà,31224
8198726446.jpg,0,Bốn con đực hai đồng phục trắng Hai đồng phục kia mặc đồng phục màu đen đang lơ lửng quanh người đàn ông Mỹ gốc Phi người vừa nhảy lên không trung để thực hiện cú sút của mình với bóng rổ,31234
8198726446.jpg,1,Một trò chơi bóng rổ với người chơi mặc đồng phục màu đen sắp ghi vào khi được bao quanh bởi những người chơi màu trắng,31234
8198726446.jpg,2,Một cầu thủ bóng rổ lái đến hoop để được layup,31234
8198726446.jpg,3,Một người đàn ông đang đi để một dunk trong một trò chơi bóng rổ,31234
8198726446.jpg,4,Một cầu thủ bóng rổ đi tìm một layup,31234
8211471228.jpg,0,Một cầu thủ bóng rổ tiếp cận mạng trong không khí trong một nỗ lực để thực hiện một slam dunk trên phạm vi của đối thủ của mình,31243
8211471228.jpg,1,Trong một trò chơi bóng rổ một cầu thủ sắp dunk trong khi phe đối lập làm những gì anh ta có thể chặn nó,31243
8211471228.jpg,2,Một cầu thủ bóng rổ nhảy để làm cho giỏ như một người chơi đội đối thủ nhảy để cố gắng chặn,31243
8211471228.jpg,3,Hai cầu thủ bóng rổ nhảy lên không trung vì một người sắp làm một dunk slam,31243
8211471228.jpg,4,Một số người đàn ông đang chơi bóng rổ tại một phòng tập thể dục trung học,31243
8218123217.jpg,0,Ở giữa một trò chơi bóng đá với Quan đông Greenbay ném bóng đá,31252
8218123217.jpg,1,Aaron Rodgers ném một đường chuyền trong một trận bóng đá chống lại Hồng y Arizona,31252
8218123217.jpg,2,Một cầu thủ bóng đá cho The Green Bay Packers ném bóng đá trong một trận đấu,31252
8218123217.jpg,3,Một cầu thủ bóng đá ném bóng khi các cầu thủ bóng đá khác nhìn vào,31252
8218123217.jpg,4,Aaron Rodgers ném bóng đá trong một trò chơi,31252
8234387593.jpg,0,Một người chơi trong bộ đồng phục trắng và đỏ đi cho một layup trong khi người chơi có đồng phục màu đỏ và đen chặn cú sút thử,31265
8234387593.jpg,1,cầu thủ bóng rổ Vying cho bóng và một trong áo đỏ đang cố gắng lấy bóng từ chàng mặc áo trắng,31265
8234387593.jpg,2,Bốn chàng trai trắng chơi bóng rổ và trông giống như chiếc áo trắng sắp xếp điểm trên chiếc áo đỏ,31265
8234387593.jpg,3,Hai thanh niên chơi bóng rổ người ta bảo vệ người kia cố gắng làm một cái giỏ,31265
8234387593.jpg,4,Hai thanh niên một trong một chiếc áo trắng và một trong áo đỏ chơi bóng rổ,31265
8245313425.jpg,0,Hai cầu thủ bóng rổ trên các đội đối lập một màu trắng một trong màu đỏ là trò chơi giữa chạy xuống toà án cầu thủ đồng phục trắng với bóng trong tay,31283
8245313425.jpg,1,Một cầu thủ bóng rổ chuẩn bị thực hiện một cú ném trong khi đối thủ của anh ta bảo vệ,31283
8245313425.jpg,2,người chơi bóng rổ cả hai giữa không trung,31283
8245313425.jpg,3,Hai đội bóng rổ đại học dupping nó ra,31283
8245313425.jpg,4,Hai cầu thủ bóng rổ trong hành động,31283
8245366095.jpg,0,Một cầu thủ bóng rổ nữ trong một chiếc áo trắng đang trong quá trình thực hiện một động thái với quả bóng xung quanh một cầu thủ đối nghịch trong một chiếc áo xanh,31284
8245366095.jpg,1,Một trò chơi bóng rổ nữ với cô gái trong thời gian trắng rê bóng bóng với các cô gái mặc đồ đen,31284
8245366095.jpg,2,Một trò chơi bóng rổ nữ đang diễn ra đội màu trắng có bóng với đội đối phương mặc màu xanh,31284
8245366095.jpg,3,Một cô gái chạy với một quả bóng rổ trong khi một người khác cố gắng đánh cắp bóng từ cô,31284
8245366095.jpg,4,Một cô gái có bóng trong một trò chơi bóng rổ,31284
944374205.jpg,0,Những đứa trẻ ăn mặc tương tự đang chơi bóng đá trong một cánh đồng rocky trước một toà nhà,31620
944374205.jpg,1,Một nhóm các chàng trai chơi bóng đá trên cỏ trong khi người khác nhìn xuống từ một tảng đá,31620
944374205.jpg,2,Một nhóm các chàng trai trẻ đang chơi bóng đá trước một ngọn đồi nhỏ,31620
944374205.jpg,3,Tám con trai chơi bóng đá trên cỏ,31620
944374205.jpg,4,Trẻ em chơi bóng đá trong một lĩnh vực,31620
